,gene_ids,new_names
23644,AT3G42995,AT3G42995
23645,AT4G32510,AT4G32510
23646,AT5G35510,AT5G35510
23647,AT4G35470,PIRL4
23648,AT5G49660,CEPR1
23649,AT1G62333,AT1G62333
23650,AT1G02540,AT1G02540
23651,AT4G20620,CRRSP48
23652,AT1G51800,IOS1
23653,AT3G21000,AT3G21000
23654,AT3G24715,AT3G24715
23655,AT3G53010,AT3G53010
23656,AT5G61270,BHLH72
23657,AT1G64780,AMT1-2
23658,AT2G42930,AT2G42930
23659,AT4G27565,AT4G27565
23660,AT1G67690,AT1G67690
23661,AT1G24180,IAR4
23662,AT3G53130,CYP97C1
23663,AT1G15860,AT1G15860
23664,AT5G04940,SUVH1
23665,AT1G56345,AT1G56345
23666,AT5G10080,AT5G10080
23667,AT3G25780,AOC3
23668,AT2G36770,UGT73C4
23669,AT4G20170,GALS3
23670,AT4G38850,SAUR15
23671,AT1G19370,AT1G19370
23672,AT1G14686,AT1G14686
23673,AT5G36700,PGLP1A
23674,AT4G09430,AT4G09430
23675,AT2G13295,AT2G13295
23676,AT1G69560,MYB105
23677,AT2G24270,ALDH11A3
23678,AT4G23500,AT4G23500
23679,AT3G30280,AT3G30280
23680,AT1G01780,PLIM2B
23681,AT1G20795,AT1G20795
23682,AT2G18190,AT2G18190
23683,AT5G62410,SMC2-1
23684,AT4G17310,AT4G17310
23685,AT5G27570,CDC20-5
23686,AT5G53580,PLR1
23687,AT4G15650,AT4G15650
23688,AT2G05060,AT2G05060
23689,AT1G16560,AT1G16560
23690,AT1G10810,AT1G10810
23691,AT2G25215,AT2G25215
23692,AT3G56770,BHLH107
23693,AT3G09570,AT3G09570
23694,AT4G16530,AT4G16530
23695,AT2G30140,UGT87A2
23696,ATMG00285,NAD2A
23697,AT4G29470,PLA2-DELTA
23698,AT5G12300,AT5G12300
23699,AT5G08280,HEMC
23700,AT1G66980,SNC4
23701,AT4G04700,CPK27
23702,AT1G80980,AT1G80980
23703,AT5G17870,PSRP6
23704,AT3G62260,AT3G62260
23705,AT3G47850,AT3G47850
23706,AT1G61000,NUF2
23707,AT5G59600,PCMP-E1
23708,AT1G22650,INVD
23709,AT5G45340,CYP707A3
23710,AT3G52470,AT3G52470
23711,AT1G64583,AT1G64583
23712,AT4G08580,AT4G08580
23713,AT2G35660,CTF2A
23714,AT2G16120,PLT1
23715,AT2G32010,IP5P7
23716,AT4G14580,CIPK4
23717,AT3G29250,SDR4
23718,AT1G53730,SRF6
23719,AT3G46260,AT3G46260
23720,AT5G41980,AT5G41980
23721,AT2G07505,AT2G07505
23722,AT2G22250,PAT
23723,AT2G31510,ARI7
23724,AT2G37980,OFUT19
23725,AT4G27330,SPL
23726,AT1G51270,AT1G51270
23727,AT4G08320,TPR8
23728,AT1G28960,ATNUDT15
23729,AT4G16144,AMSH3
23730,AT1G17780,AT1G17780
23731,AT3G01400,AT3G01400
23732,AT3G24000,PCMP-H87
23733,AT5G01990,PILS6
23734,AT1G80340,GA3OX2
23735,AT3G45750,AT3G45750
23736,AT1G05270,AT1G05270
23737,AT4G33820,AT4G33820
23738,AT1G19220,ARF19
23739,AT2G32770,PAP13
23740,AT3G60260,AT3G60260
23741,AT5G10610,CYP81K1
23742,AT4G00490,BAM2
23743,AT2G35350,PLL1
23744,AT4G17770,TPS5
23745,AT5G57300,COQ5
23746,AT3G58160,XI-J
23747,AT3G19553,AT3G19553
23748,AT3G15390,SDE5
23749,AT4G05420,DDB1A
23750,AT4G29760,HTT4
23751,AT2G24940,MP3
23752,AT5G18370,DSC2
23753,AT2G33210,HSP60-2
23754,AT5G57830,AT5G57830
23755,AT1G33030,AT1G33030
23756,AT3G28690,AT3G28690
23757,AT5G35760,AT5G35760
23758,AT1G21170,SEC5B
23759,AT3G60500,RRP45B
23760,AT5G20520,WAV2
23761,AT5G43790,PCMP-E30
23762,AT3G22310,RH9
23763,AT1G07180,NDA1
23764,AT3G63080,GPX5
23765,AT4G34070,AT4G34070
23766,AT5G09430,AT5G09430
23767,AT3G15780,AT3G15780
23768,AT2G37080,ICR2
23769,AT2G36610,ATHB-22
23770,AT3G57690,AGP23
23771,AT2G34490,CYP710A2
23772,AT5G58690,PLC5
23773,AT1G76590,AT1G76590
23774,ATMG00470,ORF122A
23775,AT5G14660,PDF1B
23776,AT1G11340,RKS1
23777,AT2G25080,GPX1
23778,AT4G18040,EIF4E1
23779,AT5G12380,ANNAT8
23780,AT5G10210,AT5G10210
23781,AT1G53550,AT1G53550
23782,AT3G26920,AT3G26920
23783,AT3G48600,AT3G48600
23784,AT1G01430,TBL25
23785,AT5G27850,RPL18C
23786,AT4G08960,AT4G08960
23787,AT4G03010,AT4G03010
23788,AT5G45420,MAMYB
23789,AT5G64210,AOX2
23790,AT1G74950,TIFY10B
23791,AT2G22942,AT2G22942
23792,AT3G47295,PSY2
23793,AT1G31080,AT1G31080
23794,AT5G05560,EMB2771
23795,AT1G16930,AT1G16930
23796,AT3G01330,E2FF
23797,AT5G60480,ZHD12
23798,AT2G39355,AT2G39355
23799,AT3G06280,AT3G06280
23800,AT3G43430,AT3G43430
23801,AT5G53640,AT5G53640
23802,AT3G05310,MIRO3
23803,AT3G43110,AT3G43110
23804,AT1G71800,CSTF64
23805,AT3G45880,AT3G45880
23806,AT5G67180,TOE3
23807,AT5G59680,AT5G59680
23808,AT4G15980,AT4G15980
23809,AT2G40410,CAN2
23810,AT1G44350,ILL6
23811,AT3G45180,AT3G45180
23812,AT2G34100,AT2G34100
23813,AT4G26100,CKL1
23814,AT5G59980,AT5G59980
23815,AT1G70890,MLP43
23816,AT1G06770,DRIP1
23817,AT5G36730,AT5G36730
23818,AT1G64720,CP5
23819,AT2G16290,AT2G16290
23820,AT3G59580,NLP9
23821,AT1G13190,AT1G13190
23822,AT3G24750,AT3G24750
23823,AT5G65810,CGR3
23824,AT3G57130,NPR6
23825,AT4G08267,AT4G08267
23826,AT1G74330,AT1G74330
23827,AT5G26890,AT5G26890
23828,AT1G51400,AT1G51400
23829,AT5G65630,GTE7
23830,AT4G25710,AT4G25710
23831,AT1G12560,EXPA7
23832,AT4G06688,AT4G06688
23833,AT3G02340,AT3G02340
23834,AT3G24513,AT3G24513
23835,AT5G06520,AT5G06520
23836,AT5G23890,AT5G23890
23837,AT1G10790,AT1G10790
23838,AT4G11760,LCR17
23839,AT3G22845,AT3G22845
23840,AT2G30695,AT2G30695
23841,AT4G15810,AT4G15810
23842,AT1G57850,AT1G57850
23843,AT1G43690,AT1G43690
23844,AT1G28135,AT1G28135
23845,AT4G22370,AT4G22370
23846,AT2G46130,WRKY43
23847,AT3G62060,AT3G62060
23848,AT2G28570,AT2G28570
23849,AT1G79260,AT1G79260
23850,AT4G37390,GH3.2
23851,AT2G32020,AT2G32020
23852,AT3G03030,AT3G03030
23853,AT2G15370,FUT5
23854,AT4G10130,AT4G10130
23855,AT5G06043,AT5G06043
23856,AT1G65000,AT1G65000
23857,AT1G10657,AT1G10657
23858,AT2G37950,AT2G37950
23859,AT4G29080,IAA27
23860,AT1G54710,ATG18H
23861,AT4G24860,AT4G24860
23862,AT3G13850,LBD22
23863,AT1G61930,AT1G61930
23864,AT1G48360,FAN1
23865,AT4G25780,AT4G25780
23866,AT4G15100,SCPL30
23867,AT1G15790,AT1G15790
23868,AT3G01327,AT3G01327
23869,AT5G54450,AT5G54450
23870,AT1G08695,SCRL3
23871,AT5G01490,CAX4
23872,AT3G13390,sks11
23873,AT1G29400,ML5
23874,AT3G01640,ATGLCAK
23875,AT1G45403,AT1G45403
23876,AT3G20130,CYP705A22
23877,AT4G20835,AT4G20835
23878,AT5G35195,AT5G35195
23879,AT3G20490,AT3G20490
23880,AT1G16980,TPS2
23881,AT1G29240,AT1G29240
23882,AT3G16250,PNSB3
23883,AT3G05860,AT3G05860
23884,AT5G59810,SBT5.4
23885,AT3G15000,MORF8
23886,AT2G27370,CASP3
23887,AT1G51310,AT1G51310
23888,AT3G54720,AMP1
23889,AT3G05390,AT3G05390
23890,AT1G53210,NCL
23891,AT1G68945,AT1G68945
23892,AT4G26455,WIP1
23893,AT5G47160,AT5G47160
23894,AT3G25265,LCR4
23895,AT5G07960,AT5G07960
23896,AT5G46910,AT5G46910
23897,AT5G61200,AT5G61200
23898,AT1G78310,VQ9
23899,AT2G07728,AT2G07728
23900,AT3G22180,PAT20
23901,AT3G25740,MAP1C
23902,AT4G37230,AT4G37230
23903,AT3G52480,AT3G52480
23904,AT5G14560,AT5G14560
23905,AT5G56090,COX15
23906,AT5G28390,AT5G28390
23907,AT4G39530,PCMP-E52
23908,AT3G52380,CP33
23909,AT3G16150,AT3G16150
23910,AT3G45870,AT3G45870
23911,AT1G28010,ABCB14
23912,AT5G43730,AT5G43730
23913,AT3G12890,ASML2
23914,AT1G30972,AT1G30972
23915,AT1G67635,AT1G67635
23916,AT2G40010,RPP0A
23917,AT3G19530,AT3G19530
23918,AT3G47220,PLC9
23919,AT3G26010,AT3G26010
23920,AT4G15802,HSBP
23921,AT3G12690,AGC1-5
23922,AT5G25756,AT5G25756
23923,AT1G33600,AT1G33600
23924,AT3G60970,ABCC15
23925,AT5G57210,AT5G57210
23926,AT2G25090,CIPK16
23927,AT3G49740,PCMP-E84
23928,AT3G14230,RAP2-2
23929,AT2G13540,ABH1
23930,AT3G03130,AT3G03130
23931,AT3G57240,BG3
23932,AT3G19035,AT3G19035
23933,AT1G72560,PSD
23934,AT4G19985,AT4G19985
23935,AT2G32370,HDG3
23936,AT3G60150,AT3G60150
23937,AT5G38540,AT5G38540
23938,AT3G22720,AT3G22720
23939,AT3G56120,AT3G56120
23940,AT5G61120,AT5G61120
23941,AT5G23260,TT16
23942,AT2G26230,AT2G26230
23943,AT1G66020,TPS26
23944,AT5G45960,AT5G45960
23945,AT1G30420,ABCC11
23946,AT1G21840,UREF
23947,AT2G13547,AT2G13547
23948,AT4G32340,AT4G32340
23949,AT3G26350,AT3G26350
23950,AT5G42570,AT5G42570
23951,AT4G22513,AT4G22513
23952,AT1G78815,LSH7
23953,AT4G00920,AT4G00920
23954,AT1G55280,AT1G55280
23955,AT4G21400,CRK28
23956,AT1G37113,AT1G37113
23957,AT5G28620,AT5G28620
23958,AT1G06000,UGT89C1
23959,AT5G47860,AT5G47860
23960,AT4G36010,AT4G36010
23961,AT2G36920,AT2G36920
23962,AT3G26080,AT3G26080
23963,AT3G17261,AT3G17261
23964,AT3G53310,REM20
23965,AT4G11030,LACS5
23966,AT4G00238,STKL1
23967,AT3G47350,ATHSD2
23968,AT4G22115,SCRL14
23969,AT5G03795,AT5G03795
23970,AT5G53760,MLO11
23971,AT3G02010,PCMP-H36
23972,AT2G15620,NIR1
23973,AT5G54410,AT5G54410
23974,AT5G62400,AT5G62400
23975,AT4G12545,AIR1B
23976,AT3G55700,UGT76F1
23977,AT5G09780,REM23
23978,AT3G06880,AT3G06880
23979,AT5G25640,AT5G25640
23980,AT3G59380,FTA
23981,AT5G65685,AT5G65685
23982,AT5G51465,AT5G51465
23983,AT3G23150,ETR2
23984,AT4G35600,CONNEXIN
23985,AT3G62640,AT3G62640
23986,AT1G48210,AT1G48210
23987,ATCG00020,PSBA
23988,AT5G22505,AT5G22505
23989,AT5G62470,MYB96
23990,AT3G23633,AT3G23633
23991,AT4G38460,GGR
23992,AT2G36760,UGT73C2
23993,AT1G26610,AT1G26610
23994,AT1G11303,AT1G11303
23995,AT3G62510,AT3G62510
23996,AT5G04520,AT5G04520
23997,AT4G10760,MTA
23998,AT3G04540,AT3G04540
23999,AT3G21825,AT3G21825
24000,AT2G27402,AT2G27402
24001,AT1G54970,PRP1
24002,AT5G22850,AT5G22850
24003,ATCG00280,PSBC
24004,AT4G13395,DVL10
24005,AT1G04520,CRRSP3
24006,AT5G54570,BGLU41
24007,AT2G12290,AT2G12290
24008,AT3G45470,AT3G45470
24009,AT2G38460,IREG1
24010,AT2G36000,AT2G36000
24011,AT1G71697,CK1
24012,AT4G15710,AT4G15710
24013,AT5G17040,UGT78D4
24014,AT5G55260,PPX2
24015,AT1G72850,AT1G72850
24016,AT1G02840,SR34
24017,AT1G23330,AT1G23330
24018,AT5G06810,AT5G06810
24019,AT4G30700,DYW9
24020,AT5G06980,AT5G06980
24021,AT1G19510,RL5
24022,AT5G26160,PMIR2
24023,AT2G25905,AT2G25905
24024,AT1G30480,DRT111
24025,AT1G21080,AT1G21080
24026,AT3G23680,AT3G23680
24027,AT2G18090,AT2G18090
24028,AT1G13195,AT1G13195
24029,AT2G12945,AT2G12945
24030,AT4G35485,AT4G35485
24031,AT3G29740,AT3G29740
24032,AT5G27889,AT5G27889
24033,AT5G66110,HIPP27
24034,AT1G33260,AT1G33260
24035,AT1G55475,AT1G55475
24036,AT1G28560,SRD2
24037,AT4G10020,HSD5
24038,AT4G33880,BHLH85
24039,AT1G55890,AT1G55890
24040,AT5G03555,NCS1
24041,AT5G58040,FIPS5
24042,AT5G02070,WAKL20
24043,AT2G42210,ATOEP16-3
24044,AT5G60430,AT5G60430
24045,AT5G27880,AT5G27880
24046,AT4G12490,AT4G12490
24047,AT2G05632,AT2G05632
24048,AT2G32180,PTAC18
24049,AT1G44890,AT1G44890
24050,AT3G12250,TGA6
24051,AT2G17920,AT2G17920
24052,AT3G24929,AT3G24929
24053,ATMG01180,ORF111B
24054,AT3G21420,AT3G21420
24055,AT3G14390,LYSA1
24056,AT1G16970,KU70
24057,AT4G21990,Apr-03
24058,AT3G56050,AT3G56050
24059,AT5G24430,CRK4
24060,AT4G27460,CBSX5
24061,AT2G17033,AT2G17033
24062,AT5G65480,AT5G65480
24063,AT5G58000,AT5G58000
24064,AT2G47990,SWA1
24065,AT4G39230,PCBER1
24066,AT3G12230,SCPL14
24067,AT2G29950,EFL1
24068,AT1G51830,AT1G51830
24069,AT4G27320,PHOS34
24070,AT4G17600,LIL3.1
24071,AT3G27415,AT3G27415
24072,AT5G40900,AT5G40900
24073,AT3G28155,AT3G28155
24074,ATCG01050,NDHD
24075,AT3G21290,AT3G21290
24076,AT1G22275,ZYP1B
24077,AT4G04630,AT4G04630
24078,AT5G58370,AT5G58370
24079,AT5G48410,GLR1.3
24080,AT5G03355,AT5G03355
24081,AT1G64360,AT1G64360
24082,AT2G26170,CYP711A1
24083,AT4G32110,AT4G32110
24084,AT3G19200,AT3G19200
24085,AT2G23985,AT2G23985
24086,AT1G19070,AT1G19070
24087,AT1G11840,ATGLX1
24088,AT4G15545,AT4G15545
24089,AT1G61165,AT1G61165
24090,AT4G14080,A6
24091,AT2G07696,RPS7
24092,AT5G54490,PBP1
24093,AT5G03930,AT5G03930
24094,AT1G09415,NIMIN-3
24095,AT2G33770,UBC24
24096,AT3G11580,AT3G11580
24097,AT1G52905,AT1G52905
24098,AT1G10620,PERK11
24099,AT5G11560,AT5G11560
24100,AT1G24310,NUP54
24101,AT5G28530,FRS10
24102,AT3G04130,AT3G04130
24103,AT1G62710,bVPE
24104,AT3G11890,AT3G11890
24105,AT1G59620,CW9
24106,AT1G59870,ABCG36
24107,AT2G01180,ATPAP1
24108,AT3G14280,AT3G14280
24109,AT5G62430,CDF1
24110,AT2G33330,CRRSP11
24111,AT1G26480,GRF12
24112,AT3G24010,ING1
24113,AT2G39270,AT2G39270
24114,AT1G13755,AT1G13755
24115,AT5G01895,AT5G01895
24116,AT4G22467,AT4G22467
24117,AT2G36930,AT2G36930
24118,AT1G27970,NTF2B
24119,AT3G59900,ARGOS
24120,AT5G53970,AT5G53970
24121,AT2G04740,AT2G04740
24122,AT1G12130,AT1G12130
24123,AT1G04600,XI-A
24124,AT5G07440,GDH2
24125,AT3G11920,AT3G11920
24126,AT1G49750,AT1G49750
24127,AT5G44990,AT5G44990
24128,AT5G27220,AT5G27220
24129,AT1G80245,AT1G80245
24130,AT4G15130,ATCCT2
24131,AT1G31930,XLG3
24132,AT1G68580,AT1G68580
24133,AT3G12530,GINS2
24134,AT1G18440,AT1G18440
24135,AT1G08260,POL2A
24136,AT3G06430,EMB2750
24137,AT2G45200,GOS12
24138,AT3G10430,AT3G10430
24139,AT5G17370,AT5G17370
24140,AT1G60650,RZ1B
24141,AT5G04080,AT5G04080
24142,AT1G72620,AT1G72620
24143,AT2G01735,RIE1
24144,AT5G65050,AGL31
24145,AT5G22440,RPL10AC
24146,AT1G62570,FMOGS-OX4
24147,AT5G37670,HSP15.7
24148,AT5G17170,ENH1
24149,AT5G50890,AT5G50890
24150,AT3G55050,PP2C6
24151,AT2G25000,WRKY60
24152,AT5G62630,HIPL2
24153,AT1G31740,BGAL15
24154,AT3G54210,RPL17
24155,AT5G61400,AT5G61400
24156,AT5G06640,AT5G06640
24157,AT5G63890,HISN8
24158,AT1G29195,AT1G29195
24159,AT3G17350,AT3G17350
24160,AT5G66595,AT5G66595
24161,AT1G79320,AMC6
24162,AT1G29600,AT1G29600
24163,AT3G08660,AT3G08660
24164,AT1G67856,AT1G67856
24165,AT1G65070,AT1G65070
24166,AT2G46495,ATL21A
24167,AT1G32740,AT1G32740
24168,AT1G78880,AT1G78880
24169,AT1G72660,DRG2
24170,AT4G34760,SAUR50
24171,AT2G31955,CNX2
24172,AT1G14250,APY5
24173,AT2G47850,AT2G47850
24174,AT4G00060,MEE44
24175,AT2G18780,AT2G18780
24176,AT5G12890,UGT92A1
24177,AT2G27313,AT2G27313
24178,AT2G21060,CSP4
24179,AT5G57890,ASB2
24180,AT5G51120,PABN1
24181,AT3G12550,FDM3
24182,AT1G54830,NFYC3
24183,AT3G42565,AT3G42565
24184,AT5G67480,BT4
24185,AT1G61040,VIP5
24186,AT1G35430,AT1G35430
24187,AT1G61340,AT1G61340
24188,ATMG00450,ORF106B
24189,AT5G24440,CID13
24190,AT5G56940,RPS16-2
24191,AT4G09190,AT4G09190
24192,AT2G31420,AT2G31420
24193,AT5G33390,AT5G33390
24194,AT5G08600,AT5G08600
24195,AT1G72680,CAD1
24196,AT5G63980,SAL1
24197,AT4G20350,AT4G20350
24198,AT1G69820,GGT3
24199,AT3G16432,AT3G16432
24200,AT5G05598,AT5G05598
24201,AT3G23122,AT3G23122
24202,AT4G02920,AT4G02920
24203,AT1G44760,AT1G44760
24204,AT3G17730,anac057
24205,AT2G29700,PH1
24206,AT4G29548,AT4G29548
24207,AT5G41761,AT5G41761
24208,AT1G43640,TULP5
24209,AT4G30470,AT4G30470
24210,AT4G21760,BGLU47
24211,AT5G63580,FLS2
24212,AT4G33230,PME45
24213,AT1G47390,AT1G47390
24214,AT5G55870,AT5G55870
24215,AT5G28660,AT5G28660
24216,AT1G73560,AT1G73560
24217,AT1G45976,SBP1
24218,AT3G30725,GDU6
24219,AT3G23530,AT3G23530
24220,AT4G22720,AT4G22720
24221,AT2G37020,AT2G37020
24222,AT2G21120,AT2G21120
24223,AT5G50330,AT5G50330
24224,AT5G42710,AT5G42710
24225,AT3G12120,FAD2
24226,AT3G10860,AT3G10860
24227,AT3G63110,IPT3
24228,AT3G20520,GDPDL5
24229,AT1G76890,GT-2
24230,AT3G30770,AT3G30770
24231,AT4G23280,CRK20
24232,AT5G47600,HSP14.7
24233,AT4G28755,AT4G28755
24234,AT1G55270,AT1G55270
24235,AT4G34250,KCS16
24236,AT2G45280,ATRAD51C
24237,AT5G36380,AT5G36380
24238,AT4G32350,AT4G32350
24239,AT1G11130,SUB
24240,AT4G15350,CYP705A2
24241,AT1G13430,STO9
24242,AT5G64660,PUB27
24243,AT3G52920,AT3G52920
24244,AT1G20200,RPN3A
24245,AT1G07960,PDIL5-1
24246,AT1G70430,AT1G70430
24247,AT5G16410,AT5G16410
24248,AT1G67700,HHL1
24249,AT5G38030,DTX30
24250,AT1G33760,ERF022
24251,AT1G29710,PCMP-H67
24252,AT1G54450,B''DELTA
24253,AT1G22730,AT1G22730
24254,AT2G22440,AT2G22440
24255,AT3G61540,AT3G61540
24256,AT3G21910,CRRSP17
24257,AT1G22885,AT1G22885
24258,AT2G21100,DIR23
24259,AT3G12500,CHI-B
24260,AT4G15245,AT4G15245
24261,ATCG01270,ycf15-A
24262,AT3G13640,ABCE1
24263,AT1G24851,AT1G24851
24264,AT3G10050,OMR1
24265,AT4G02460,PMS1
24266,AT5G49940,NIFU2
24267,AT4G09350,ndhT
24268,AT3G53750,ACT1
24269,AT4G10600,AT4G10600
24270,AT4G25040,AT4G25040
24271,AT1G62050,AT1G62050
24272,AT1G04840,PCMP-H64
24273,AT5G60050,AT5G60050
24274,AT4G16760,ACX1
24275,AT1G80260,emb1427
24276,AT5G19660,SBT6.1
24277,AT4G21160,AGD12
24278,AT2G42865,AT2G42865
24279,AT3G19370,AT3G19370
24280,AT5G61600,ERF104
24281,AT4G14730,LFG1
24282,AT5G22180,AT5G22180
24283,AT1G19730,TRX4
24284,AT5G15230,GASA4
24285,AT3G20120,CYP705A21
24286,AT2G25150,SCT
24287,AT5G06690,WCRKC1
24288,AT2G19630,AT2G19630
24289,AT1G45180,AT1G45180
24290,AT4G17640,CKB2
24291,AT2G40920,AT2G40920
24292,AT4G10360,AT4G10360
24293,AT3G56720,AT3G56720
24294,AT4G33710,AT4G33710
24295,AT4G22620,AT4G22620
24296,AT5G36228,AT5G36228
24297,AT2G26340,AT2G26340
24298,AT5G18310,AT5G18310
24299,AT1G35435,AT1G35435
24300,AT3G41762,AT3G41762
24301,AT5G04150,BHLH101
24302,AT3G13310,AT3G13310
24303,AT2G41640,AT2G41640
24304,AT3G49000,AT3G49000
24305,AT3G48940,AT3G48940
24306,AT3G16080,RPL37C
24307,AT3G19890,AT3G19890
24308,AT1G06690,AT1G06690
24309,AT1G03300,DUF1
24310,AT5G49010,SLD5
24311,AT1G27020,AT1G27020
24312,AT1G27760,SAT32
24313,AT4G08540,AT4G08540
24314,AT2G43320,AT2G43320
24315,AT1G54270,TIF4A-2
24316,AT1G54590,AT1G54590
24317,AT3G22345,AT3G22345
24318,AT1G68450,VQ8
24319,AT4G12590,AT4G12590
24320,AT3G15920,EREX
24321,AT4G16220,AT4G16220
24322,AT2G20660,RALFL14
24323,AT5G09370,AT5G09370
24324,AT2G18990,TXND9
24325,AT4G33930,AT4G33930
24326,AT4G14780,AT4G14780
24327,AT4G08400,AT4G08400
24328,AT3G43645,AT3G43645
24329,AT3G53700,MEE40
24330,AT4G17905,ATL4H
24331,AT1G69900,AT1G69900
24332,AT3G52060,AT3G52060
24333,AT2G41170,AT2G41170
24334,AT5G13120,PNSL5
24335,AT1G67270,AT1G67270
24336,AT1G42480,AT1G42480
24337,AT4G23910,AT4G23910
24338,AT3G19340,AT3G19340
24339,AT1G66810,AT1G66810
24340,AT5G67520,APK4
24341,AT1G51360,DABB1
24342,AT5G27170,AT5G27170
24343,AT3G13800,AT3G13800
24344,AT1G57550,AT1G57550
24345,AT1G03050,AT1G03050
24346,AT5G33210,SRS8
24347,AT1G16825,RTNLB23
24348,AT2G39340,SAC3A
24349,AT3G44990,XTH31
24350,AT2G32860,BGLU33
24351,AT5G42690,AT5G42690
24352,AT5G58910,LAC16
24353,AT1G72141,AT1G72141
24354,AT1G57990,PUP18
24355,AT1G25150,AT1G25150
24356,AT4G29010,AIM1
24357,AT3G13228,AT3G13228
24358,AT1G79780,AT1G79780
24359,AT4G02380,SAG21
24360,AT3G10572,APEM9
24361,AT1G31150,AT1G31150
24362,AT1G59865,AT1G59865
24363,AT4G30690,IF3-4
24364,AT1G69410,ELF5A-3
24365,AT4G33970,PEX4
24366,AT3G02890,AT3G02890
24367,AT3G20240,AT3G20240
24368,AT4G01310,RPL5
24369,AT2G14110,AT2G14110
24370,AT1G17640,AT1G17640
24371,AT3G58130,AT3G58130
24372,AT5G46740,UBP21
24373,AT2G34080,AT2G34080
24374,AT1G59630,AT1G59630
24375,AT3G10590,AT3G10590
24376,AT5G44090,AT5G44090
24377,AT3G61680,PLIP1
24378,AT3G14060,AT3G14060
24379,AT5G50760,AT5G50760
24380,AT5G13630,CHLH
24381,AT3G47600,MYB94
24382,AT5G47750,D6PKL2
24383,AT2G22880,AT2G22880
24384,AT2G19130,AT2G19130
24385,AT2G10535,LCR29
24386,AT2G02990,RNS1
24387,AT1G09880,AT1G09880
24388,AT1G78260,AT1G78260
24389,AT4G21700,AT4G21700
24390,AT2G46140,AT2G46140
24391,AT2G04840,AT2G04840
24392,AT1G10490,AT1G10490
24393,AT5G02870,RPL4D
24394,AT4G31390,ABC1K1
24395,AT5G26955,AT5G26955
24396,AT5G43890,YUC5
24397,AT2G41550,AT2G41550
24398,AT3G48131,AT3G48131
24399,AT3G62300,DUF7
24400,AT2G36840,ACR10
24401,AT3G03480,CHAT
24402,AT2G41400,AT2G41400
24403,AT5G32470,TH2
24404,AT4G19090,AT4G19090
24405,AT5G15790,AT5G15790
24406,AT5G60970,TCP5
24407,AT3G11700,FLA18
24408,AT4G02090,AT4G02090
24409,AT2G41930,AT2G41930
24410,AT1G56060,AT1G56060
24411,AT4G35785,AT4G35785
24412,AT1G63205,AT1G63205
24413,AT5G38620,AT5G38620
24414,AT4G19960,KUP9
24415,AT3G18518,RTFL20
24416,AT1G62900,AT1G62900
24417,AT2G24690,AT2G24690
24418,AT5G40980,AT5G40980
24419,AT4G25420,GA20OX1
24420,AT4G01690,PPOX1
24421,AT3G19970,AT3G19970
24422,AT5G07490,AT5G07490
24423,AT4G14713,TIFY4A
24424,AT1G62421,AT1G62421
24425,AT5G07670,AT5G07670
24426,AT1G65130,AT1G65130
24427,AT5G57940,CNGC5
24428,AT4G24310,DMP3
24429,AT1G59850,TOR1L5
24430,AT2G48080,AT2G48080
24431,AT1G08990,GUX5
24432,AT3G55180,AT3G55180
24433,AT5G43310,AT5G43310
24434,AT5G50665,AT5G50665
24435,AT1G07175,AT1G07175
24436,AT5G28235,AT5G28235
24437,AT3G24870,EAF1B
24438,AT4G24270,EMB140
24439,AT1G53790,AT1G53790
24440,AT1G10180,EXO84C
24441,AT4G17240,AT4G17240
24442,AT1G55740,RFS1
24443,AT3G06860,MFP2
24444,AT1G48730,AT1G48730
24445,AT4G27630,GTG2
24446,AT4G30040,AT4G30040
24447,AT1G73210,AT1G73210
24448,AT5G18800,AT5G18800
24449,AT2G47970,AT2G47970
24450,AT1G01080,AT1G01080
24451,AT2G44810,DAD1
24452,AT4G25270,PCMP-E53
24453,AT5G37870,AT5G37870
24454,AT3G27000,ARP2
24455,AT2G22400,AT2G22400
24456,AT5G08055,AT5G08055
24457,AT3G42960,TA1
24458,AT5G44567,AT5G44567
24459,AT3G54650,FBL17
24460,AT1G80470,AT1G80470
24461,AT5G10800,AT5G10800
24462,AT5G57960,AT5G57960
24463,AT2G12875,AT2G12875
24464,AT1G52630,OFUT13
24465,AT2G18340,AT2G18340
24466,AT1G30840,PUP4
24467,AT1G05080,AT1G05080
24468,AT5G18140,AT5G18140
24469,AT3G15080,AT3G15080
24470,AT3G16730,CAPH2
24471,AT2G14560,LURP1
24472,AT3G14170,AT3G14170
24473,AT1G29730,AT1G29730
24474,AT4G35800,NRPB1
24475,AT5G63420,emb2746
24476,AT3G59220,PRN1
24477,AT5G59100,SBT4.4
24478,AT5G63310,NDPK2
24479,AT2G21630,AT2G21630
24480,AT1G10870,AGD4
24481,AT1G55210,DIR20
24482,AT3G04520,THA2
24483,AT1G71240,AT1G71240
24484,AT5G45010,DSS1(V)
24485,AT3G25597,AT3G25597
24486,AT1G12411,AT1G12411
24487,AT3G54340,AP3
24488,AT5G53740,AT5G53740
24489,AT5G55135,AT5G55135
24490,AT1G56020,AT1G56020
24491,AT3G61600,POB1
24492,AT2G29679,AT2G29679
24493,AT5G47350,AT5G47350
24494,AT2G19950,GC1
24495,AT1G57870,ATSK42
24496,AT3G06170,AT3G06170
24497,AT1G02950,ATGSTF4
24498,AT3G07540,FH10
24499,AT5G42450,PCMP-E102
24500,AT5G17270,AT5G17270
