,gene_ids,new_names
0,AT3G11415,AT3G11415
1,AT1G31258,AT1G31258
2,AT5G24735,AT5G24735
3,AT2G45780,AT2G45780
4,AT2G42425,AT2G42425
5,AT4G01533,AT4G01533
6,AT4G09195,AT4G09195
7,AT1G79075,AT1G79075
8,AT5G10278,AT5G10278
9,AT1G67238,AT1G67238
10,AT4G36648,AT4G36648
11,AT4G03605,AT4G03605
12,AT2G15128,AT2G15128
13,AT3G02832,AT3G02832
14,AT3G48115,AT3G48115
15,AT1G07977,AT1G07977
16,AT1G18745,AT1G18745
17,AT5G40275,AT5G40275
18,AT4G09405,AT4G09405
19,AT5G02975,AT5G02975
20,AT5G24206,AT5G24206
21,AT5G23155,AT5G23155
22,AT3G45638,AT3G45638
23,AT5G24205,AT5G24205
24,AT5G03285,AT5G03285
25,AT3G00980,AT3G00980
26,AT3G25795,AT3G25795
27,AT2G42485,AT2G42485
28,AT3G52748,AT3G52748
29,AT3G52742,AT3G52742
30,AT3G60176,AT3G60176
31,AT1G32172,AT1G32172
32,AT1G26558,AT1G26558
33,AT4G16892,AT4G16892
34,AT2G10537,AT2G10537
35,AT1G78865,AT1G78865
36,AT2G09215,AT2G09215
37,AT1G10682,AT1G10682
38,AT2G19796,AT2G19796
39,AT1G04425,AT1G04425
40,AT1G15405,AT1G15405
41,AT2G45245,AT2G45245
42,AT1G06677,AT1G06677
43,AT2G45023,AT2G45023
44,AT1G14518,AT1G14518
45,AT5G05785,AT5G05785
46,AT1G19968,AT1G19968
47,AT2G36307,ZPR4
48,AT1G24068,AT1G24068
49,AT3G44798,AT3G44798
50,AT5G06095,AT5G06095
51,AT1G08933,AT1G08933
52,AT3G04535,AT3G04535
53,AT4G30872,AT4G30872
54,AT3G07485,AT3G07485
55,AT3G03065,AT3G03065
56,AT5G33439,AT5G33439
57,AT3G05215,AT3G05215
58,AT5G05295,AT5G05295
59,AT3G61198,AT3G61198
60,AT5G22788,AT5G22788
61,AT1G70581,AT1G70581
62,AT4G30975,AT4G30975
63,AT1G58808,AT1G58808
64,AT3G04485,AT3G04485
65,AT3G08410,AT3G08410
66,AT5G23410,AT5G23410
67,AT4G05365,AT4G05365
68,AT5G43725,AT5G43725
69,AT1G25175,AT1G25175
70,AT1G11592,AT1G11592
71,AT4G26255,AT4G26255
72,AT2G09155,AT2G09155
73,AT1G70185,AT1G70185
74,AT4G23205,AT4G23205
75,AT4G08035,AT4G08035
76,AT1G26235,AT1G26235
77,AT1G34418,AT1G34418
78,AT3G57157,AT3G57157
79,AT1G08823,AT1G08823
80,AT4G40065,AT4G40065
81,AT1G64572,AT1G64572
82,AT3G60238,AT3G60238
83,AT5G28262,AT5G28262
84,AT2G39681,TAS2
85,AT4G05940,AT4G05940
86,AT4G04315,AT4G04315
87,AT5G02135,AT5G02135
88,AT5G34871,AT5G34871
89,AT5G38005,AT5G38005
90,AT4G39404,AT4G39404
91,AT2G42388,AT2G42388
92,AT1G31935,AT1G31935
93,AT2G07975,AT2G07975
94,AT2G07575,AT2G07575
95,AT5G43403,AT5G43403
96,AT3G05185,AT3G05185
97,AT1G11175,AT1G11175
98,AT5G37485,AT5G37485
99,AT1G49952,AT1G49952
100,AT3G59765,AT3G59765
101,AT3G07635,AT3G07635
102,AT3G03695,AT3G03695
103,AT4G03811,AT4G03811
104,AT2G18735,AT2G18735
105,AT1G66173,AT1G66173
106,AT1G58590,AT1G58590
107,AT1G49832,AT1G49832
108,AT1G21529,AT1G21529
109,AT1G09583,AT1G09583
110,AT4G13495,AT4G13495
111,AT3G17185,TASIR-ARF
112,AT2G15555,AT2G15555
113,AT1G55525,AT1G55525
114,AT1G05813,AT1G05813
115,AT1G07257,AT1G07257
116,AT4G14548,AT4G14548
117,AT5G28824,AT5G28824
118,AT3G13277,AT3G13277
119,AT1G77138,AT1G77138
120,AT1G64618,AT1G64618
121,AT1G70518,AT1G70518
122,AT5G08575,AT5G08575
123,AT2G44995,AT2G44995
124,AT1G50055,TAS1B
125,AT3G14185,AT3G14185
126,AT1G23052,AT1G23052
127,AT4G02005,AT4G02005
128,AT1G34392,AT1G34392
129,AT2G30945,AT2G30945
130,AT2G14878,AT2G14878
131,AT4G15242,AT4G15242
132,AT3G46614,AT3G46614
133,AT1G33615,AT1G33615
134,AT5G49615,TAS3b
135,AT4G16748,AT4G16748
136,AT4G12917,AT4G12917
137,AT4G10507,AT4G10507
138,AT3G07215,AT3G07215
139,AT5G08125,AT5G08125
140,AT2G05518,AT2G05518
141,AT3G41761,AT3G41761
142,AT3G06962,AT3G06962
143,AT3G05152,AT3G05152
144,AT1G08253,AT1G08253
145,AT3G44765,AT3G44765
146,AT3G15536,AT3G15536
147,AT2G06562,AT2G06562
148,AT1G09073,AT1G09073
149,AT2G15292,AT2G15292
150,AT4G04223,AT4G04223
151,AT1G07507,AT1G07507
152,AT5G06955,AT5G06955
153,AT1G46554,AT1G46554
154,AT2G06002,AT2G06002
155,AT5G33399,AT5G33399
156,AT1G50659,AT1G50659
157,AT3G12965,AT3G12965
158,AT1G05697,AT1G05697
159,AT3G26612,AT3G26612
160,AT1G04867,AT1G04867
161,AT2G08610,AT2G08610
162,AT3G27884,AT3G27884
163,AT2G27400,TAS1A
164,AT1G52347,AT1G52347
165,AT1G64563,AT1G64563
166,AT2G24735,AT2G24735
167,AT2G21188,AT2G21188
168,AT3G06125,AT3G06125
169,AT2G32795,AT2G32795
170,AT4G06701,AT4G06701
171,AT4G31408,AT4G31408
172,AT3G53365,AT3G53365
173,AT1G06797,AT1G06797
174,AT5G40316,AT5G40316
175,AT2G43375,AT2G43375
176,AT2G09475,AT2G09475
177,AT1G43765,AT1G43765
178,AT3G61118,AT3G61118
179,AT5G45475,AT5G45475
180,AT2G05685,AT2G05685
181,AT2G07042,AT2G07042
182,AT1G16635,AT1G16635
183,AT2G07405,AT2G07405
184,AT2G22482,AT2G22482
185,AT2G18440,GUT15
186,AT1G11185,AT1G11185
187,AT4G05905,AT4G05905
188,AT5G00885,AT5G00885
189,AT1G05547,AT1G05547
190,AT5G44569,AT5G44569
191,AT2G39675,TAS1C
192,AT1G08493,AT1G08493
193,AT1G09277,AT1G09277
194,AT1G22403,AT1G22403
195,AT3G55485,AT3G55485
196,AT5G48412,AT5G48412
197,AT3G60972,AT3G60972
198,AT2G09365,AT2G09365
199,AT4G16355,AT4G16355
200,AT4G03038,AT4G03038
201,AT1G67105,AT1G67105
202,AT2G41312,AT2G41312
203,AT3G18362,AT3G18362
204,AT2G04705,AT2G04705
205,AT1G52615,AT1G52615
206,AT2G30115,AT2G30115
207,AT5G07322,AT5G07322
208,AT5G06165,AT5G06165
209,AT5G02825,AT5G02825
210,AT5G57735,TASIR-ARF
211,AT1G57835,AT1G57835
212,AT1G68872,AT1G68872
213,AT5G50190,AT5G50190
214,AT3G54366,AT3G54366
215,AT1G69252,AT1G69252
216,AT2G31585,AT2G31585
217,AT2G46192,AT2G46192
218,AT2G01422,AT2G01422
219,AT2G05995,AT2G05995
220,AT3G41768,AT3G41768
221,AT4G03935,AT4G03935
222,ATCG00950,RRN23S.1
223,ATCG01180,RRN23S.2
224,AT3G41979,AT3G41979
225,ATMG00020,RRN26
226,AT2G01020,AT2G01020
227,ATCG01170,RRN4.5S.2
228,ATCG00920,RRN16S.1
229,ATMG01390,RRN18
230,ATCG01210,RRN16S.2
231,ATCG01160,RRN5S
232,ATCG00970,RRN5S
233,ATMG01380,RRN5
234,AT2G01010,AT2G01010
235,ATCG00960,RRN4.5S.1
236,AT4G18725,AT4G18725
237,AT1G61910,AT1G61910
238,AT1G56940,AT1G56940
239,ATMG00800,TRNE
240,AT3G63003,AT3G63003
241,AT1G56990,AT1G56990
242,AT2G45020,AT2G45020
243,AT5G02505,AT5G02505
244,AT1G10440,AT1G10440
245,AT3G46585,AT3G46585
246,AT1G61880,AT1G61880
247,AT1G05980,AT1G05980
248,AT2G22220,AT2G22220
249,AT1G57170,AT1G57170
250,AT1G48080,AT1G48080
251,AT1G60580,AT1G60580
252,AT2G17810,AT2G17810
253,AT4G16465,AT4G16465
254,AT3G05835,AT3G05835
255,AT1G80430,AT1G80430
256,AT5G58495,AT5G58495
257,AT1G60910,AT1G60910
258,AT1G56760,AT1G56760
259,AT5G09345,AT5G09345
260,AT5G49435,AT5G49435
261,AT1G09110,AT1G09110
262,AT1G74610,AT1G74610
263,AT5G43535,AT5G43535
264,AT2G30850,AT2G30850
265,AT1G56970,AT1G56970
266,AT1G04720,AT1G04720
267,AT5G27715,AT5G27715
268,AT3G51265,AT3G51265
269,AT5G35605,AT5G35605
270,AT1G13010,AT1G13010
271,ATCG00880,TRNL.2
272,AT2G16240,AT2G16240
273,ATCG00410,TRNF
274,AT1G45238,AT1G45238
275,AT3G16552,AT3G16552
276,AT5G14495,AT5G14495
277,AT1G57370,AT1G57370
278,AT1G57480,AT1G57480
279,AT4G03135,AT4G03135
280,AT2G35220,AT2G35220
281,ATMG09450,ATMG09450
282,AT3G02315,AT3G02315
283,AT1G56980,AT1G56980
284,AT1G70050,AT1G70050
285,AT3G30345,AT3G30345
286,AT5G66568,AT5G66568
287,AT1G28730,AT1G28730
288,ATMG00420,TRNS.3
289,AT4G25435,AT4G25435
290,AT3G12585,AT3G12585
291,AT3G52285,AT3G52285
292,AT3G18815,AT3G18815
293,AT5G07625,AT5G07625
294,AT1G45246,AT1G45246
295,AT4G16475,AT4G16475
296,AT1G08870,AT1G08870
297,AT3G15585,AT3G15585
298,AT1G56830,AT1G56830
299,AT1G73900,AT1G73900
300,AT4G39615,AT4G39615
301,AT4G24025,AT4G24025
302,AT1G07760,AT1G07760
303,AT5G56745,AT5G56745
304,AT1G57140,AT1G57140
305,AT4G31695,AT4G31695
306,AT1G22320,AT1G22320
307,AT5G59945,AT5G59945
308,AT1G16450,AT1G16450
309,AT1G59880,AT1G59880
310,AT1G28820,AT1G28820
311,AT1G49690,AT1G49690
312,AT1G57060,AT1G57060
313,AT1G63510,AT1G63510
314,AT5G15815,AT5G15815
315,AT1G68950,AT1G68950
316,AT1G28900,AT1G28900
317,ATCG01290,TRNI.4
318,AT4G39195,AT4G39195
319,AT1G57300,AT1G57300
320,AT2G15950,AT2G15950
321,ATCG00060,TRNQ
322,AT5G63145,AT5G63145
323,AT2G36510,AT2G36510
324,AT4G28915,AT4G28915
325,AT2G25400,AT2G25400
326,AT1G45240,AT1G45240
327,AT5G11475,AT5G11475
328,AT1G74570,AT1G74570
329,AT5G23665,AT5G23665
330,AT2G02600,AT2G02600
331,AT2G33660,AT2G33660
332,ATMG00340,TRNY.1
333,AT5G53487,AT5G53487
334,AT1G01870,AT1G01870
335,AT5G02385,AT5G02385
336,AT4G31075,AT4G31075
337,AT4G32475,AT4G32475
338,AT3G25715,AT3G25715
339,AT2G07754,AT2G07754
340,AT1G79240,AT1G79240
341,AT1G30430,AT1G30430
342,AT1G28950,AT1G28950
343,ATMG00380,TRNN
344,AT5G66535,AT5G66535
345,AT4G11216,AT4G11216
346,ATCG01200,TRNI.3
347,AT5G39535,AT5G39535
348,AT5G41605,AT5G41605
349,AT2G07794,AT2G07794
350,AT5G66755,AT5G66755
351,AT4G39865,AT4G39865
352,AT5G59395,AT5G59395
353,AT1G26430,AT1G26430
354,AT1G13840,AT1G13840
355,ATCG00990,TRNN.1
356,AT1G21420,AT1G21420
357,AT5G03445,AT5G03445
358,AT2G30190,AT2G30190
359,AT4G20115,AT4G20115
360,AT1G57500,AT1G57500
361,AT4G11177,AT4G11177
362,AT5G46325,AT5G46325
363,AT1G57120,AT1G57120
364,AT5G56365,AT5G56365
365,AT3G07025,AT3G07025
366,AT1G11640,AT1G11640
367,AT5G20856,AT5G20856
368,AT3G12385,AT3G12385
369,AT3G61545,AT3G61545
370,AT3G51135,AT3G51135
371,ATMG00100,TRNK.1
372,AT1G79290,AT1G79290
373,AT2G36860,AT2G36860
374,AT2G07766,AT2G07766
375,AT2G33140,AT2G33140
376,AT5G05795,AT5G05795
377,AT1G15450,AT1G15450
378,AT1G60840,AT1G60840
379,AT3G61755,AT3G61755
380,ATCG00090,TRNS.1
381,AT2G36520,AT2G36520
382,AT5G09755,AT5G09755
383,AT4G02055,AT4G02055
384,AT2G07759,AT2G07759
385,AT4G18255,AT4G18255
386,AT5G50805,AT5G50805
387,AT1G50070,AT1G50070
388,AT1G57260,AT1G57260
389,AT1G57420,AT1G57420
390,AT4G16105,AT4G16105
391,AT5G08075,AT5G08075
392,AT2G33900,AT2G33900
393,AT2G33940,AT2G33940
394,AT3G48515,AT3G48515
395,ATCG00310,TRNG.2
396,AT5G65535,AT5G65535
397,AT4G17765,AT4G17765
398,AT4G10815,AT4G10815
399,AT1G53410,AT1G53410
400,AT1G57410,AT1G57410
401,AT4G26375,AT4G26375
402,AT5G52815,AT5G52815
403,AT5G39895,AT5G39895
404,AT4G36245,AT4G36245
405,AT5G03452,AT5G03452
406,AT1G56770,AT1G56770
407,AT4G13265,AT4G13265
408,AT1G28860,AT1G28860
409,ATCG00980,TRNR.2
410,AT5G60963,AT5G60963
411,AT1G32620,AT1G32620
412,AT2G33930,AT2G33930
413,AT3G63006,AT3G63006
414,AT5G21378,AT5G21378
415,AT2G33950,AT2G33950
416,AT3G10035,AT3G10035
417,AT1G65830,AT1G65830
418,AT3G50505,AT3G50505
419,AT1G07580,AT1G07580
420,AT4G11355,AT4G11355
421,AT1G57510,AT1G57510
422,AT3G11285,AT3G11285
423,AT2G33650,AT2G33650
424,AT5G48675,AT5G48675
425,AT1G57100,AT1G57100
426,AT5G54865,AT5G54865
427,AT3G58035,AT3G58035
428,ATMG09950,ATMG09950
429,AT3G10015,AT3G10015
430,AT1G71700,AT1G71700
431,AT2G30180,AT2G30180
432,AT5G32017,AT5G32017
433,AT2G03700,AT2G03700
434,AT2G07753,AT2G07753
435,AT2G18310,AT2G18310
436,AT5G64505,AT5G64505
437,AT1G30830,AT1G30830
438,AT1G52350,AT1G52350
439,AT4G12115,AT4G12115
440,AT5G18755,AT5G18755
441,AT5G55055,AT5G55055
442,AT3G58165,AT3G58165
443,AT2G42020,AT2G42020
444,AT3G06665,AT3G06665
445,AT1G56740,AT1G56740
446,AT1G57150,AT1G57150
447,AT1G13240,AT1G13240
448,ATCG00460,TRNM
449,AT1G57030,AT1G57030
450,ATCG00230,TRND
451,AT1G57400,AT1G57400
452,AT2G07765,AT2G07765
453,ATMG00360,TRNC
454,AT3G53775,AT3G53775
455,AT3G13223,AT3G13223
456,AT5G44283,AT5G44283
457,AT4G08345,AT4G08345
458,AT1G77190,AT1G77190
459,AT5G06685,AT5G06685
460,AT3G02715,AT3G02715
461,AT4G12405,AT4G12405
462,AT1G21800,AT1G21800
463,AT5G48835,AT5G48835
464,AT4G12065,AT4G12065
465,AT1G57390,AT1G57390
466,AT1G06480,AT1G06480
467,AT3G29095,AT3G29095
468,AT1G03515,AT1G03515
469,AT1G42120,AT1G42120
470,AT5G64855,AT5G64855
471,AT4G27885,AT4G27885
472,AT5G03705,AT5G03705
473,AT3G61105,AT3G61105
474,AT2G33970,AT2G33970
475,AT3G49925,AT3G49925
476,AT2G33890,AT2G33890
477,AT4G28362,AT4G28362
478,ATMG00190,TRNG
479,AT1G28870,AT1G28870
480,AT3G55735,AT3G55735
481,AT3G61825,AT3G61825
482,AT1G56890,AT1G56890
483,AT1G12590,AT1G12590
484,AT3G53965,AT3G53965
485,AT1G69130,AT1G69130
486,AT1G79980,AT1G79980
487,AT1G57310,AT1G57310
488,AT4G31895,AT4G31895
489,AT2G27560,AT2G27560
490,ATMG01340,TRNM.2
491,AT1G57160,AT1G57160
492,AT1G57470,AT1G57470
493,AT1G13720,AT1G13720
494,AT1G57080,AT1G57080
495,ATCG00940,TRNA.1
496,AT1G28910,AT1G28910
497,AT1G56850,AT1G56850
498,AT1G56960,AT1G56960
499,AT1G56730,AT1G56730
500,AT1G28980,AT1G28980
501,AT1G56950,AT1G56950
502,AT5G10235,AT5G10235
503,AT1G57290,AT1G57290
504,AT5G57885,AT5G57885
505,AT3G46875,AT3G46875
506,AT1G56780,AT1G56780
507,AT1G28780,AT1G28780
508,AT1G20250,AT1G20250
509,AT5G09655,AT5G09655
510,AT5G15805,AT5G15805
511,AT1G33370,AT1G33370
512,AT1G68970,AT1G68970
513,AT4G32265,AT4G32265
514,AT4G34035,AT4G34035
515,AT1G17670,AT1G17670
516,AT1G08240,AT1G08240
517,AT5G05945,AT5G05945
518,AT2G36600,AT2G36600
519,AT1G01270,AT1G01270
520,AT1G45242,AT1G45242
521,AT3G09585,AT3G09585
522,AT1G28830,AT1G28830
523,AT1G56920,AT1G56920
524,AT3G45935,AT3G45935
525,AT1G20040,AT1G20040
526,AT5G64735,AT5G64735
527,AT5G54375,AT5G54375
528,AT1G15650,AT1G15650
529,AT2G36140,AT2G36140
530,AT3G52765,AT3G52765
531,AT1G31110,AT1G31110
532,AT1G50100,AT1G50100
533,AT3G55734,MIR393B
534,AT3G07065,AT3G07065
535,AT2G08015,AT2G08015
536,AT1G06653,AT1G06653
537,AT4G27765,MIR828A
538,AT5G04935,AT5G04935
539,AT3G26812,MIR169I
540,AT1G07867,AT1G07867
541,AT1G06643,AT1G06643
542,AT1G48267,MIR161
543,AT5G41905,MIR166E
544,AT2G03445,MIR398A
545,AT1G18075,MIR159B
546,AT1G08287,AT1G08287
547,AT2G05615,AT2G05615
548,AT1G35501,MIR773A
549,AT1G21202,MIR781A
550,AT2G47275,MIR403
551,AT5G04995,AT5G04995
552,AT3G09515,AT3G09515
553,AT5G41663,MIR319B
554,AT5G04975,AT5G04975
555,AT1G60072,MIR859A
556,AT1G26975,MIR395B
557,AT1G04423,AT1G04423
558,AT4G04365,AT4G04365
559,AT2G04935,AT2G04935
560,AT5G59505,MIR172E
561,AT3G63375,MIR167B
562,AT1G20375,MIR394A
563,AT3G04655,AT3G04655
564,AT2G22496,MIR779A
565,AT1G14071,MIR830A
566,AT2G07915,AT2G07915
567,AT4G05800,AT4G05800
568,AT1G07727,AT1G07727
569,AT3G06595,AT3G06595
570,AT2G02741,MIR840A
571,AT4G04825,AT4G04825
572,AT1G01183,MIR165A
573,AT3G48057,MIR843A
574,AT1G67195,MIR414
575,AT3G18895,MIR418
576,AT1G52185,MIR406
577,AT5G24825,MIR169B
578,AT4G10345,MIR832A
579,AT1G08597,AT1G08597
580,AT1G32713,MIR829A
581,AT4G08116,MIR401
582,AT5G04275,MIR172B
583,AT2G22668,MIR405A
584,AT1G77235,MIR402
585,AT1G19464,MIR864A
586,AT3G23326,MIR853A
587,AT2G46685,MIR166A
588,AT3G51375,MIR171A
589,AT2G09150,AT2G09150
590,AT5G06105,AT5G06105
591,AT4G06915,AT4G06915
592,AT5G04955,AT5G04955
593,AT1G69795,MIR395E
594,AT4G05415,AT4G05415
595,AT3G26813,MIR169J
596,AT1G09817,AT1G09817
597,AT1G06647,AT1G06647
598,AT5G02035,AT5G02035
599,AT5G03305,AT5G03305
600,AT5G06175,AT5G06175
601,AT3G08150,AT3G08150
602,AT5G10945,MIR156D
603,AT5G07055,AT5G07055
604,AT1G78206,MIR775A
605,AT4G13564,MIR841A
606,AT2G46255,MIR159C
607,AT5G01915,AT5G01915
608,AT3G23125,MIR173
609,AT4G31877,MIR156C
610,AT5G01735,AT5G01735
611,AT1G62355,MIR413
612,AT2G40805,MIR319C
613,AT5G04915,AT5G04915
614,AT5G14565,MIR398C
615,AT4G23713,JAW
616,AT5G14545,MIR398B
617,AT1G70645,MIR777A
618,AT1G05637,AT1G05637
619,AT5G04965,AT5G04965
620,AT3G06445,AT3G06445
621,AT5G07655,AT5G07655
622,AT2G24103,MIR831A
623,AT1G07243,AT1G07243
624,AT3G26816,MIR169L
625,AT3G04765,MIR167C
626,AT3G55512,MIR172D
627,AT2G38325,MIR390A
628,AT1G08157,AT1G08157
629,AT1G09213,AT1G09213
630,AT3G03235,AT3G03235
631,AT1G61732,MIR776A
632,AT5G55835,MIR156H
633,AT5G26147,MIR156F
634,AT4G21595,MIR169G
635,AT3G03255,AT3G03255
636,AT4G03445,MIR447A
637,AT5G07965,AT5G07965
638,AT3G26819,MIR169N
639,AT2G08235,AT2G08235
640,AT1G32582,MIR400
641,AT5G39635,MIR169C
642,AT4G07080,AT4G07080
643,AT2G09995,AT2G09995
644,AT1G19371,MIR169H
645,AT1G07137,AT1G07137
646,AT5G40384,MIR866A
647,AT5G11977,MIR156E
648,AT2G10606,MIR396A
649,AT2G39885,MIR393A
650,AT2G05415,AT2G05415
651,AT4G08335,AT4G08335
652,AT2G06665,AT2G06665
653,AT1G04393,AT1G04393
654,AT4G05925,AT4G05925
655,AT5G03145,AT5G03145
656,AT5G07075,AT5G07075
657,AT5G39693,MIR869A
658,AT1G18879,MIR837A
659,AT4G09735,AT4G09735
660,AT1G07051,MIR847A
661,AT4G05105,MIR397A
662,AT5G26038,MIR860A
663,AT3G53016,MIR851A
664,AT1G78478,MIR833A
665,AT4G23387,MIR845A
666,AT3G07515,AT3G07515
667,AT3G18217,MIR157C
668,AT5G08255,AT5G08255
669,AT1G08303,AT1G08303
670,AT1G61224,MIR842A
671,AT4G00885,MIR165B
672,AT2G16145,MIR416
673,AT3G48201,MIR861A
674,AT3G07095,AT3G07095
675,AT4G03039,MIR826A
676,AT5G62848,MIR420
677,AT5G52797,MIR870A
678,AT5G05505,AT5G05505
679,AT2G39175,MIR160A
680,AT1G60073,MIR774A
681,AT5G08210,MIR834A
682,AT4G04125,AT4G04125
683,AT1G06903,AT1G06903
684,AT3G03245,AT3G03245
685,AT2G07910,AT2G07910
686,AT2G08275,AT2G08275
687,AT5G66045,MIR170
688,AT4G06260,AT4G06260
689,AT3G44444,MIR849A
690,AT5G62162,MIR399C
691,AT2G47585,MIR164A
692,AT2G34208,MIR399F
693,AT1G07633,AT1G07633
694,AT1G11735,MIR171B
695,AT5G08800,AT5G08800
696,AT1G32992,MIR856A
697,AT1G06597,AT1G06597
698,AT4G32445,MIR419
699,AT2G08555,AT2G08555
700,AT2G07195,AT2G07195
701,AT2G47015,MIR408
702,AT5G46845,MIR160C
703,AT5G04415,AT5G04415
704,AT3G11435,MIR172C
705,AT1G07283,AT1G07283
706,AT3G05515,AT3G05515
707,AT2G34204,MIR399E
708,AT5G01747,MIR164B
709,AT4G09925,AT4G09925
710,AT2G41616,MIR778A
711,AT4G13493,MIR850A
712,AT3G10745,MIR158A
713,AT1G71002,MIR858A
714,AT5G45307,MIR168B
715,AT5G23065,MIR162B
716,AT2G28056,MIR172A
717,AT5G15833,MIR865A
718,AT3G26815,MIR169K
719,AT5G05005,AT5G05005
720,AT5G05185,AT5G05185
721,AT3G13405,MIR169A
722,AT3G13724,MIR823A
723,AT5G03425,AT5G03425
724,AT4G23375,MIR845B
725,AT5G50717,MIR405B
726,AT5G03475,AT5G03475
727,AT1G04027,AT1G04027
728,AT1G04993,AT1G04993
729,AT5G01755,AT5G01755
730,AT4G05930,AT4G05930
731,AT5G03225,AT5G03225
732,AT1G26985,MIR395C
733,AT1G55591,MIR158B
734,AT1G66783,MIR157A
735,AT1G53687,MIR169E
736,AT4G13554,MIR857A
737,AT2G03855,AT2G03855
738,AT2G07895,AT2G07895
739,AT1G08783,AT1G08783
740,AT1G08337,AT1G08337
741,AT1G66795,MIR157B
742,AT2G09340,AT2G09340
743,AT5G35407,MIR396B
744,AT5G08185,MIR162A
745,AT2G25171,MIR862A
746,AT3G53015,MIR771A
747,AT3G09285,AT3G09285
748,AT3G07695,AT3G07695
749,AT3G61897,MIR166B
750,AT1G26973,MIR395A
751,AT1G67481,MIR839A
752,AT5G08925,AT5G08925
753,AT5G03265,AT5G03265
754,AT2G09670,AT2G09670
755,AT3G26818,MIR169M
756,AT4G07000,AT4G07000
757,AT1G07357,AT1G07357
758,AT5G13887,MIR848A
759,AT4G05508,MIR405D
760,AT4G05855,AT4G05855
761,AT3G03625,AT3G03625
762,AT3G09615,AT3G09615
763,AT1G76062,MIR835A
764,AT1G01046,MIR838A
765,AT1G29265,MIR399A
766,AT3G07685,AT3G07685
767,AT5G58465,MIR390B
768,AT1G62035,MIR171C
769,AT2G19425,MIR156G
770,AT1G08793,AT1G08793
771,AT1G09687,AT1G09687
772,AT4G07100,AT4G07100
773,AT2G25011,MIR836A
774,AT5G60408,MIR391
775,AT2G07315,AT2G07315
776,AT2G08855,AT2G08855
777,AT5G06605,AT5G06605
778,AT5G04255,AT5G04255
779,AT1G61226,MIR846A
780,AT4G06865,AT4G06865
781,AT1G08343,AT1G08343
782,AT1G63005,MIR399B
783,AT1G69792,MIR395D
784,AT1G31358,MIR404
785,AT1G66725,MIR163
786,AT3G06345,AT3G06345
787,AT3G05985,AT3G05985
788,AT1G53683,MIR169D
789,AT4G05860,AT4G05860
790,AT5G27807,MIR164C
791,AT1G09473,AT1G09473
792,AT1G12294,MIR472A
793,AT4G24415,MIR824A
794,AT4G17788,MIR160B
795,AT5G07065,AT5G07065
796,AT4G06110,AT4G06110
797,AT4G14811,MIR780A
798,AT5G05035,AT5G05035
799,AT4G05305,AT4G05305
800,AT2G23347,MIR844A
801,AT3G59884,MIR827A
802,AT5G43603,MIR166F
803,AT5G05315,AT5G05315
804,AT1G31173,MIR167D
805,AT2G07205,AT2G07205
806,AT1G69797,MIR395F
807,AT1G06623,AT1G06623
808,AT4G14504,MIR852A
809,AT1G73687,MIR159A
810,AT4G07005,AT4G07005
811,AT5G63715,MIR166G
812,AT4G06075,AT4G06075
813,AT1G08053,AT1G08053
814,AT2G09120,AT2G09120
815,AT4G04095,AT4G04095
816,AT4G05455,AT4G05455
817,AT2G26211,MIR825A
818,AT2G09080,AT2G09080
819,AT4G04835,AT4G04835
820,AT2G25095,MIR156A
821,AT2G08035,AT2G08035
822,AT1G60025,MIR426
823,AT1G08163,AT1G08163
824,AT2G05815,AT2G05815
825,AT5G08717,MIR166D
826,AT4G13494,MIR863A
827,AT5G03552,MIR822A
828,AT1G07613,AT1G07613
829,AT1G05627,AT1G05627
830,AT1G48742,MIR157D
831,AT3G22886,MIR167A
832,AT4G03438,MIR447C
833,AT3G08285,AT3G08285
834,AT5G08712,MIR166C
835,AT2G32273,MIR417
836,AT1G06523,AT1G06523
837,AT4G30972,MIR156B
838,AT5G04145,AT5G04145
839,AT3G14385,MIR169F
840,AT4G06130,AT4G06130
841,AT4G19395,MIR168A
842,AT5G05915,AT5G05915
843,AT2G32698,MIR407
844,AT3G18827,MIR868A
845,AT5G04985,AT5G04985
846,AT2G05605,AT2G05605
847,AT4G13555,MIR397B
848,AT5G07875,AT5G07875
849,AT1G08813,AT1G08813
850,AT5G01745,AT5G01745
851,AT3G07755,AT3G07755
852,AT4G03455,MIR447B
853,AT4G21362,MIR867A
854,AT1G76135,MIR394B
855,AT2G34202,MIR399D
856,AT4G07565,AT4G07565
857,AT2G05455,AT2G05455
858,AT3G47347,AT3G47347
859,AT4G06245,AT4G06245
860,AT1G03502,AT1G03502
861,AT2G08390,AT2G08390
862,AT3G02795,AT3G02795
863,AT1G04267,AT1G04267
864,AT5G01785,AT5G01785
865,AT4G05055,AT4G05055
866,AT5G06565,AT5G06565
867,AT5G08865,AT5G08865
868,AT4G06240,AT4G06240
869,AT3G03415,AT3G03415
870,AT2G06855,AT2G06855
871,AT5G05375,AT5G05375
872,AT4G02555,AT4G02555
873,AT4G39366,AT4G39366
874,AT2G07615,AT2G07615
875,AT5G01495,AT5G01495
876,AT1G06033,AT1G06033
877,AT5G51174,SNOR30
878,AT5G09130,AT5G09130
879,AT5G44286,AT5G44286
880,AT1G06467,AT1G06467
881,AT5G02675,AT5G02675
882,AT4G07625,AT4G07625
883,AT3G24615,AT3G24615
884,AT1G06277,AT1G06277
885,AT3G02725,AT3G02725
886,AT4G04475,AT4G04475
887,AT1G06237,AT1G06237
