,sample1,sample2,sample3
AT5G56369,0,0,0
AT5G56370,270.9473604,343.9343907,273.6632817
AT5G56380,1260.865276,1368.199275,1270.579522
AT5G56390,1.066721891,16.96114803,3.909475453
AT5G56400,14.93410648,64.07544813,38.11738566
AT5G56410,0,0.942286002,8.796319768
AT5G56420,406.4210406,479.6235749,456.4312591
AT5G56430,10.66721891,34.86458207,15.63790181
AT5G56440,0,2.826858006,0.977368863
AT5G56450,204.8106032,300.5892346,263.8895931
AT5G56452,0,2.826858006,0.977368863
AT5G56460,545.0948865,598.3516112,468.1596855
AT5G56470,0,0,0
AT5G56490,295.4819639,107.4206042,129.9900588
AT5G56500,1721.689133,2087.163494,1809.109766
AT5G56510,112.0057986,263.8400805,122.1711079
AT5G08575,3.200165674,12.24971802,9.773688632
AT5G56520,469.3576322,412.7212688,277.5727571
AT5G08585,0,0,0
AT5G56530,2514.263498,3222.618126,2752.270719
AT5G56540,41.60215377,39.57601208,26.38895931
AT5G56550,270.9473604,189.3994864,339.1469955
AT5G08595,0,10.36514602,0.977368863
AT5G56555,0,16.96114803,2.932106589
AT5G56560,0,8.480574017,0
AT5G56570,0,31.09543806,16.61527067
AT5G56580,629.365916,748.1750855,747.6871803
AT5G56590,1272.599216,1284.335821,1240.281087
AT5G56600,1468.876045,1360.660987,1716.259724
AT5G56610,290.1483545,373.1452567,288.3238146
AT5G56620,166.4086151,196.9377744,191.5642972
AT5G08605,0,2.826858006,0
AT5G56630,1201.12885,1302.239255,1098.562602
AT5G56640,20.26771594,0,0
AT5G56650,1363.270577,1449.235871,1358.54272
AT5G56660,2048.106032,1922.263444,2300.726304
AT5G08615,99.2051359,126.2663242,115.3295259
AT5G56670,16935.27675,14411.32211,18469.33941
AT5G56680,4008.740868,4320.381318,4396.205146
AT5G56690,0,0,0
AT5G56700,13.86738459,4.711430009,11.72842636
AT5G56710,19023.91821,18008.02778,21388.7402
AT5G56720,72.53708862,85.74802617,76.23477133
AT5G56730,770.1732056,903.6522758,792.646148
AT5G56740,2490.795617,2787.281993,3088.485608
AT5G56750,1573.41479,1406.833001,1544.242804
AT5G56760,1442.207997,1451.120443,1297.94585
AT5G56770,0,0,0.977368863
AT5G56780,290.1483545,252.5326485,263.8895931
AT5G56790,970.7169212,1013.899738,935.342002
AT5G56795,20.26771594,2.826858006,7.818950905
AT5G56800,0,0,0.977368863
AT5G56810,104.5387454,118.7280362,95.78214859
AT5G56820,10.66721891,11.30743202,3.909475453
AT5G56840,58.66970403,19.78800604,50.82318088
AT5G56850,622.9655846,760.4248035,429.0649309
AT5G56860,258.1466977,500.353867,60.59686952
AT5G08645,1.066721891,0,0
AT5G08635,1.066721891,0,0
AT5G08655,0,1.884572004,0
AT5G08665,0,1.884572004,0
AT5G56870,298.6821296,134.7468983,296.1427655
AT5G56880,54.40281646,52.7680161,80.14424678
AT5G56890,1874.230363,2030.626334,1812.041872
AT5G56900,1714.22208,1620.731923,1599.952829
AT5G56910,840.5768505,920.6134238,879.6319768
AT5G56930,298.6821296,300.5892346,293.2106589
AT5G56940,1949.967618,1751.709677,2204.944155
AT5G56950,2524.930717,2481.981329,2530.407987
AT5G56960,1.066721891,0.942286002,0
AT5G08675,0,0,0
AT5G56970,654.9672413,364.6646827,251.1837978
AT5G56980,715.7703892,1166.55007,993.006765
AT5G56985,471.491076,751.0019435,614.7650149
AT5G56990,419.2217033,291.1663746,350.8754219
AT5G57000,472.5577979,616.2550452,592.2855311
AT5G57010,22.40115972,6.596002013,15.63790181
AT5G57015,1535.012802,1568.906193,1606.794411
AT5G57020,3199.098952,3172.676968,3349.443094
AT5G57030,1749.423902,1771.497683,1471.917508
AT5G57035,965.3833118,780.2128095,736.9361228
AT5G57040,523.7604487,513.545871,475.0012675
AT5G57050,306.1491828,300.5892346,224.7948385
AT5G57060,265.613751,214.8412084,217.9532565
AT5G57070,186.676331,198.8223464,111.4200504
AT5G57080,124.8064613,141.3429003,129.0126899
AT5G57090,94.93824834,60.30630412,135.854272
AT5G57100,758.4392648,647.3504833,747.6871803
AT5G57110,6308.593266,5878.922366,6929.54524
AT5G57120,4049.2763,3172.676968,3873.312805
AT5G57123,4946.389411,4777.390029,3696.40904
AT5G08705,0,0,0
AT5G57130,3745.260561,4218.61443,3207.724609
AT5G57140,181.3427215,195.9954884,146.6053295
AT5G57150,680.5685667,722.7333634,718.3661144
AT5G57160,855.5109569,769.8476635,811.2161564
AT5G57170,592.0306498,708.5990734,496.5033825
AT5G57180,1504.077867,1674.442225,1360.497458
AT5G57190,20.26771594,23.55715005,4.886844316
AT5G57200,91.73808266,3.769144007,0
AT5G57210,513.0932298,554.0641691,543.4170879
AT5G57220,0,10.36514602,0
AT5G57230,510.959786,499.411581,571.7607849
AT5G57240,483.2250168,273.2629405,287.3464458
AT5G57250,661.3675727,698.2339274,648.9729251
AT5G57260,0,0,0
AT5G57270,935.5150988,956.4202919,830.7635337
AT5G57280,1147.792755,1030.860886,1061.422585
AT5G57290,15003.4434,15158.55491,14683.01243
AT5G57300,1049.654341,990.3425879,974.4367566
AT5G57320,279.4811356,172.4383383,106.5332061
AT5G57330,1917.965961,1579.271339,1480.713828
AT5G57340,107.738911,154.5349043,54.73265634
AT5G57345,418.1549814,496.584723,332.3054135
AT5G57350,548.2950522,760.4248035,379.2191189
AT5G57360,1170.193915,1203.299224,1157.204734
AT5G57370,1290.733489,1223.08723,1416.207483
AT5G57380,195.2101061,120.6126082,250.206429
AT5G57390,440.5561412,394.8178348,361.6264794
AT5G57400,19.20099405,13.19200403,9.773688632
AT5G57410,1437.94111,1572.675337,2003.606169
AT5G57420,36.26854431,57.47944611,7.818950905
AT5G57440,1093.389939,1149.588922,1058.490479
AT5G57450,88.53791699,78.20973815,83.07635337
AT5G57460,1621.417275,1872.322286,1736.78447
AT5G57480,123.7397394,174.3229103,110.4426815
AT5G57490,2237.982528,2344.407573,2197.125204
AT5G57500,26.66804729,0.942286002,12.70579522
AT5G57510,0,0.942286002,1.954737726
AT5G57520,5.333609457,0,0.977368863
AT5G57550,30.93493485,10.36514602,10.75105749
AT5G57560,1307.801039,976.2082979,1403.501687
AT5G08715,5.333609457,5.653716011,2.932106589
AT5G57565,391.4869342,369.3761127,428.0875621
AT5G57569,37.3352662,16.96114803,42.02686112
AT5G57567,50.1359289,29.21086606,63.52897611
AT5G57570,97.07169212,91.40174218,99.69162404
AT5G57580,1958.501393,2420.732739,2262.608918
AT5G57590,929.1147674,1061.956324,1100.51734
AT5G57610,940.8487083,798.1162436,704.6829503
AT5G57620,0,0,0
AT5G57630,589.897206,404.2406948,1012.554142
AT5G57640,19.20099405,12.24971802,17.59263954
AT5G57650,3.200165674,0,0
AT5G57655,10783.4916,6765.613493,10805.79015
AT5G57660,250.6796445,97.05545819,878.654608
AT5G08745,0,0,0
AT5G08755,0,0,0
AT5G57670,23.46788161,17.90343404,10.75105749
AT5G57685,1260.865276,1207.068368,1251.032145
AT5G57690,49.06920701,31.09543806,51.80054975
AT5G57700,1092.323217,1202.356938,1324.33481
AT5G57710,1112.590933,861.2494057,745.7324426
AT5G57720,1360.070412,783.9819535,1332.15376
AT5G57735,189.8764967,242.1675025,255.0932733
AT5G57740,619.7654189,538.9875931,455.4538902
AT5G57760,14.93410648,49.9411581,0
AT5G57770,13.86738459,49.9411581,0
AT5G57780,183.4761653,217.6680664,191.5642972
AT5G08775,0,1.884572004,0
AT5G57785,613.3650876,612.4859012,1289.149531
AT5G57790,465.0907447,499.411581,589.3534245
AT5G57800,4631.706453,5517.084541,4962.101718
AT5G57810,588.8304841,0,0
AT5G57815,1356.870246,1056.302608,1256.896358
AT5G08785,1.066721891,0,0
AT5G57820,36.26854431,53.71030211,66.46108269
AT5G57830,273.0808042,260.0709365,263.8895931
AT5G08800,2.133443783,0.942286002,0
AT5G57840,179.2092778,202.5914904,186.6774529
AT5G57850,1607.54989,1739.459959,1431.845385
AT5G57860,838.4434067,868.7876937,970.5272811
AT5G57870,5362.410948,6302.951066,5177.122868
AT5G08805,5.333609457,11.30743202,6.841582042
AT5G57880,845.9104599,511.661299,807.306681
AT5G57885,2.133443783,0,8.796319768
AT5G57887,665.6344603,291.1663746,589.3534245
AT5G57890,475.7579636,562.5447431,408.5401848
AT5G08810,151.4745086,195.0532024,108.4879438
AT5G57900,650.7003538,641.6967673,573.7155227
AT5G57910,625.0990284,495.642437,528.756555
AT5G57920,17.06755026,4.711430009,11.72842636
AT5G57930,2146.244446,2281.27441,1805.20029
AT5G57940,1773.958505,1728.152527,1549.129648
AT5G57950,791.5076435,706.7145014,920.6814691
AT5G57960,880.0455604,858.4225477,862.0393373
AT5G57970,537.6278333,590.8133232,673.4071467
AT5G57980,88.53791699,56.53716011,113.3747881
AT5G57990,4570.903305,4614.374551,4479.2815
AT5G08815,0,0,0
AT5G58000,312.5495142,295.8778046,128.0353211
AT5G58003,921.6477142,783.9819535,940.2288464
AT5G58005,1006.985466,920.6134238,1232.462136
AT5G58010,4.266887566,2.826858006,6.841582042
AT5G58020,1300.333986,1551.945045,1416.207483
AT5G58030,1959.568115,2026.85719,2030.972498
AT5G58040,2757.476089,3147.235246,2797.229686
AT5G58050,50.1359289,13.19200403,13.68316408
AT5G58060,2279.584682,2028.741762,2233.287852
AT5G58070,3323.905414,2574.325357,4242.758235
AT5G58080,40.53543187,52.7680161,40.07212339
AT5G58090,2737.208373,2930.509466,3970.072322
AT5G58100,2275.317794,2570.556213,2144.347286
AT5G58110,2468.394457,2383.983585,2813.844957
AT5G58120,56.53626025,43.34515608,66.46108269
AT5G58130,1692.887642,1703.653091,1766.105536
AT5G08820,1262.998719,1157.12721,1358.54272
AT5G58140,2672.138338,4212.018428,2294.862091
AT5G58150,976.0505307,1043.110604,1012.554142
AT5G58160,565.3626025,455.1241389,405.6080782
AT5G58170,2.133443783,11.30743202,3.909475453
AT5G58180,0,0,0
AT5G58190,973.9170869,1049.706606,993.9841338
AT5G58200,2771.343474,2515.903625,2726.859128
AT5G58210,656.0339632,604.0053272,747.6871803
AT5G58220,1229.930341,1225.914088,1187.503169
AT5G58230,2935.618645,3204.714692,3272.230954
AT5G58240,2004.370434,1679.153655,2150.211499
AT5G58250,3404.976277,3841.70003,3017.137681
AT5G58260,552.5619398,706.7145014,348.9206841
AT5G58270,1353.67008,1680.095941,1378.090097
AT5G58280,218.6779877,206.3606344,326.4412003
AT5G58290,5654.692747,6288.816776,6110.510132
AT5G58300,1222.463288,1340.872981,1023.3052
AT5G58310,176.0091121,136.6314703,175.9263954
AT5G08825,38.40198809,7.538288015,31.27580362
AT5G58320,312.5495142,320.3772406,283.4369703
AT5G08830,0,0,0
AT5G58330,4792.781458,5399.298791,4389.363564
AT5G58340,557.8955492,499.411581,605.9686952
AT5G58350,444.8230287,440.0475629,425.1554555
AT5G58360,0,0,0
AT5G58370,1288.600045,1010.130594,1122.996824
AT5G58375,1382.471571,1036.514602,1210.960021
AT5G58380,524.8271706,542.7567371,430.0422998
AT5G58390,19.20099405,1.884572004,0
AT5G58400,13.86738459,0,0
AT5G58410,1721.689133,1722.498811,1714.304986
AT5G58412,9.600497023,3.769144007,0
AT5G58420,14145.799,14235.11463,14769.99826
AT5G58430,1788.892612,1655.596505,1864.819791
AT5G58440,1604.349725,1779.978257,1674.232863
AT5G58450,1592.615784,1724.383383,1776.856593
AT5G58460,78.93741997,14.13429003,23.45685272
AT5G58465,6.400331349,0,1.954737726
AT5G58470,2736.141652,2778.801419,2983.907139
AT5G58480,750.9722116,703.8876434,682.2034665
AT5G58490,2594.26764,2400.002447,2440.490051
AT5G58500,290.1483545,400.4715508,304.9390853
AT5G58510,1019.786128,1172.203786,1146.453676
AT5G58520,926.9813237,919.6711378,857.152493
AT5G58530,708.3033359,684.0996373,637.2444988
AT5G08835,314.682958,404.2406948,436.8838818
AT5G58540,916.3141048,1286.220393,1218.778972
AT5G58550,520.560283,721.7910774,541.4623502
AT5G58560,2186.779877,1981.627462,2123.82254
AT5G58570,754.1723773,522.968731,699.796106
AT5G08840,57.60298214,39.57601208,14.66053295
AT5G58575,721.1039986,536.160735,591.3081622
AT5G58580,173.8756683,227.0909264,227.7269451
AT5G58590,2118.509676,2133.335508,2427.784256
AT5G58595,21.33443783,4.711430009,15.63790181
AT5G08850,8.533775132,8.480574017,10.75105749
AT5G08855,45.86904133,29.21086606,42.02686112
AT5G08860,27.73476918,23.55715005,27.36632817
AT5G08865,41.60215377,24.49943605,32.25317248
AT5G58600,1556.34724,1525.561037,1684.98392
AT5G58610,290.1483545,115.9011782,208.1795679
AT5G58620,820.3091345,729.3293654,673.4071467
AT5G08870,80.00414186,74.44059415,72.32529587
AT5G58630,101.3385797,71.61373614,123.1484768
AT5G58640,1538.212967,1408.717573,1482.668565
AT5G08875,521.6270049,408.9521248,433.9517752
AT5G58650,225.0783191,158.3040483,186.6774529
AT5G58660,51.20265079,11.30743202,5.864213179
AT5G58670,160.0082837,246.8789325,137.8090097
AT5G58680,59.73642592,62.19087612,71.34792701
AT5G58690,114.1392424,73.49830814,115.3295259
AT5G58700,773.3733713,687.8687813,691.9771551
AT5G58710,4373.559755,4726.506585,4212.4598
AT5G58720,2577.20009,2343.465287,2745.429137
AT5G58730,472.5577979,423.0864148,397.7891273
AT5G58740,1899.831689,1581.155911,1758.286585
AT5G58750,1.066721891,0,0.977368863
AT5G58760,404.2875969,640.7544813,516.0507597
AT5G58770,4.266887566,6.596002013,0
AT5G58780,0,0,0
AT5G58784,0,0,0
AT5G58787,480.0248512,487.161863,561.9870963
AT5G58790,598.4309811,548.4104531,603.0365886
AT5G58800,723.2374424,576.6790331,684.1582042
AT5G58830,0,0,0
AT5G58840,82.13758564,81.03659616,117.2842636
AT5G58850,10.66721891,0,0
AT5G58860,4.266887566,0,1.954737726
AT5G58870,1081.655998,1103.416908,1082.9247
AT5G58880,4.266887566,0.942286002,0.977368863
AT5G58890,1.066721891,0,0
AT5G58900,202.6771594,526.737875,249.2290601
AT5G58910,0,0,0
AT5G58920,1184.0613,917.7865658,1220.73371
AT5G58930,2192.113487,2001.415468,1876.548217
AT5G58940,262.4135853,226.1486404,223.8174697
AT5G58950,3224.700278,3065.256364,2893.989204
AT5G58960,1186.194743,1395.525569,1178.706849
AT5G08880,253.8798102,303.4160926,177.8811331
AT5G58970,851.2440694,863.1339777,809.2614187
AT5G08885,275.214248,328.8578146,279.5274949
AT5G58980,784.0405902,750.0596575,666.5655647
AT5G58990,1128.591761,1137.339204,1310.651645
AT5G59000,1223.530009,1357.834129,1577.473345
AT5G59010,2525.997439,2726.033403,2684.832267
AT5G08890,0,0.942286002,0
AT5G59020,472.5577979,589.8710372,508.2318088
AT5G59030,648.56691,463.6047129,471.091792
AT5G59040,0,28.26858006,104.5784684
AT5G59050,84.27102942,95.17088619,86.00845996
AT5G59060,0,0,0
AT5G59080,28.80149107,31.09543806,21.50211499
AT5G59070,3.200165674,0,3.909475453
AT5G59090,0,2.826858006,0
AT5G59100,3.200165674,24.49943605,18.5700084
AT5G59105,0,0,0
AT5G59110,0,1.884572004,0
AT5G59120,6.400331349,38.63372608,1.954737726
AT5G59130,72.53708862,81.97888216,160.2884936
AT5G59140,1437.94111,1342.757553,1541.310697
AT5G59150,909.9137734,1060.071752,1056.535741
AT5G59160,2301.985842,2592.228791,2571.457479
AT5G59170,1.066721891,0,0.977368863
AT5G59180,629.365916,736.8676534,689.0450485
AT5G59190,25.60132539,31.09543806,36.16264794
AT5G59200,96.00497023,65.01773413,57.66476293
AT5G59210,958.9829804,970.5545819,1196.299489
AT5G59220,947.2490396,1175.030644,1090.743651
AT5G08895,6.400331349,12.24971802,5.864213179
AT5G59230,28.80149107,78.20973815,67.43845156
AT5G59240,132.2735145,65.96002013,180.8132397
AT5G59250,749.9054897,1057.244894,925.5683134
AT5G59260,5.333609457,8.480574017,11.72842636
AT5G08900,0,0,0
AT5G08905,0,0,2.932106589
AT5G59270,0,0,4.886844316
AT5G59280,0,0.942286002,0.977368863
AT5G59290,2386.256871,3496.823353,2472.743224
AT5G59300,1046.454176,1262.663242,1183.593693
AT5G59305,322.1500112,413.6635548,242.3874781
AT5G59310,177.075834,175.2651963,108.4879438
AT5G59320,338.1508396,380.6835447,313.7354051
AT5G59340,8.533775132,5.653716011,2.932106589
AT5G59350,444.8230287,479.6235749,313.7354051
AT5G08915,0,0,0
AT5G59360,66.13675727,37.69144007,15.63790181
AT5G59370,267.7471948,1.884572004,17.59263954
AT5G59380,553.6286617,547.4681671,669.4976713
AT5G59385,18.13427215,15.07657603,6.841582042
AT5G59390,805.375028,286.4549446,700.7734749
AT5G59395,0,0,0
AT5G59400,378.6862715,359.0109667,497.4807513
AT5G59410,394.6870998,422.1441288,535.598137
AT5G59420,2072.640635,1907.186868,1949.850882
AT5G59430,1537.146246,1404.948429,1495.374361
AT5G59440,1442.207997,1224.029516,1360.497458
AT5G59450,521.6270049,585.1596071,557.100252
AT5G08920,252.8130883,304.3583786,250.206429
AT5G59460,974.9838088,854.6534037,1051.648897
AT5G59470,342.4177272,342.9921047,365.5359548
AT5G59480,1569.147902,1644.289073,1397.637474
AT5G59490,88.53791699,42.40287008,84.05372223
AT5G59500,1084.856164,1200.472366,1020.373093
AT5G59505,0,0,0
AT5G59510,0,1.884572004,4.886844316
AT5G59520,1.066721891,0,0
AT5G59530,2.133443783,0,0
AT5G59540,22.40115972,58.42173211,7.818950905
AT5G59550,684.8354543,575.7367471,858.1298619
AT5G59560,644.3000224,788.6933835,761.3703444
AT5G59570,801.1081405,646.4081973,631.3802856
AT5G59580,44.80231944,31.09543806,15.63790181
AT5G59590,4.266887566,3.769144007,0.977368863
AT5G59610,608.0314781,527.680161,547.3265634
AT5G59600,152.5412305,171.4960523,191.5642972
AT5G59613,8758.853451,8389.172274,9509.799038
AT5G59616,0,6.596002013,0
AT5G59650,228.2784848,191.2840584,195.4737726
AT5G59660,200.5437156,152.6503323,161.2658624
AT5G59662,228.2784848,162.0731923,164.197969
AT5G59670,897.1131107,870.6722657,681.2260976
AT5G59680,8.533775132,7.538288015,9.773688632
AT5G59690,10925.36561,12383.52264,14493.40287
AT5G59700,128.006627,164.9000503,116.3068947
AT5G59710,1369.670909,1428.505579,1429.890647
AT5G59720,67.20347916,87.63259817,93.82741086
AT5G59730,729.6377737,765.1362335,886.4735589
AT5G59732,729.6377737,765.1362335,886.4735589
AT5G59740,388.2867685,464.5469989,394.8570207
AT5G59750,347.7513366,374.0875427,323.5090937
AT5G59760,19.20099405,17.90343404,38.11738566
AT5G59770,957.9162585,1208.010654,1177.72948
AT5G59780,21.33443783,6.596002013,0.977368863
AT5G08930,0,0,0
AT5G59790,1683.287145,1360.660987,1562.812812
AT5G59800,934.4483769,791.5202415,821.9672139
AT5G59810,57.60298214,19.78800604,127.0579522
AT5G59820,46.93576322,9.422860018,243.3648469
AT5G59830,1174.460802,1055.360322,1095.630496
AT5G59840,1740.890127,1581.155911,1836.476094
AT5G59845,74.6705324,16.01886203,28.34369703
AT5G59850,11607.0009,11409.19891,13088.92382
AT5G59860,2176.112659,2322.734995,2248.925754
AT5G59865,45.86904133,54.65258811,59.61950065
AT5G59870,9197.276148,11356.43089,12848.49108
AT5G59880,5733.630167,6431.101963,6363.648668
AT5G59890,1669.41976,1873.264572,2054.42935
AT5G59895,1192.595075,1244.759808,1394.705368
AT5G59900,340.2842834,292.1086606,335.2375201
AT5G59910,15842.95353,18386.82675,21751.34405
AT5G59920,243.2125912,400.4715508,294.1880278
AT5G59930,6.400331349,15.07657603,7.818950905
AT5G59940,11.73394081,0,0
AT5G59950,4127.146998,3812.489163,4220.278751
AT5G59945,0,0,0
AT5G59960,692.3025075,545.5835951,668.5203024
AT5G59970,5986.443255,7209.4302,8717.15289
AT5G59980,625.0990284,591.7556092,750.6192869
AT5G59990,71.47036673,42.40287008,65.48371383
AT5G60010,0,0,0
AT5G60022,840.5768505,111.1897482,51.80054975
AT5G60020,1193.661797,121.5548942,56.68739406
AT5G60030,1369.670909,1252.298096,1321.402703
AT5G60040,896.0463888,910.2482778,1054.581003
AT5G60050,471.491076,435.3361329,475.9786364
AT5G08950,37.3352662,24.49943605,24.43422158
AT5G60060,0,0,4.886844316
AT5G60070,24.5346035,0,0.977368863
AT5G60080,156.808118,351.4726787,245.3195847
AT5G60090,297.6154077,656.7733433,487.7070627
AT5G60100,1455.00866,1370.083847,1533.491746
AT5G60110,6.400331349,0,3.909475453
AT5G60120,763.7728743,566.3138871,701.7508437
AT5G60130,4.266887566,2.826858006,1.954737726
AT5G60140,163.2084494,26.38400805,8.796319768
AT5G60142,169.6087807,50.8834441,126.0805833
AT5G60150,738.1715489,738.7522254,976.3914943
AT5G60160,1823.027712,1748.882819,1644.911797
AT5G60170,2096.108517,2278.447552,1908.80139
AT5G60180,6.400331349,20.73029204,8.796319768
AT5G60190,442.6895849,429.6824168,416.3591357
AT5G60200,1914.765795,2092.81721,2046.610399
AT5G60210,4216.751637,4342.053897,4711.895289
AT5G60215,87.4711951,104.5937462,97.73688632
AT5G60220,7.46705324,23.55715005,9.773688632
AT5G60230,190.9432186,243.1097885,159.3111247
AT5G60240,41.60215377,48.05658609,16.61527067
AT5G60250,573.8963776,693.5224974,901.1340918
AT5G60260,1.066721891,0.942286002,1.954737726
AT5G60265,0,0,0
AT5G60270,27.73476918,2.826858006,6.841582042
AT5G60280,360.5519993,340.1652467,272.6859128
AT5G60285,0,0,0
AT5G60290,46.93576322,17.90343404,33.23054135
AT5G60300,617.6319751,833.9231116,647.0181874
AT5G60310,9.600497023,29.21086606,22.47948385
AT5G60320,0,0,0
AT5G60335,122.6730175,134.7468983,146.6053295
AT5G60340,3236.434219,3185.868972,3279.072536
AT5G60360,4011.941034,3902.94862,2692.651218
AT5G60370,470.4243541,441.9321349,404.6307093
AT5G60380,0,0.942286002,0
AT5G60390,95469.47584,99432.84577,102396.0037
AT5G60400,3761.261389,3053.948932,4991.422784
AT5G60408,1.066721891,0,7.818950905
AT5G60410,3161.763686,2949.355186,2890.079728
AT5G60430,318.9498455,303.4160926,203.2927235
AT5G60440,64.00331349,49.9411581,60.59686952
AT5G60450,4224.21869,5224.033594,4741.216355
AT5G60460,754.1723773,619.0819032,568.8286784
AT5G60470,44.80231944,18.84572004,32.25317248
AT5G60480,0,0.942286002,0
AT5G60490,82.13758564,86.69031217,43.98159884
AT5G60500,12.8006627,0,5.864213179
AT5G60510,23.46788161,0,12.70579522
AT5G60520,0,0,1.954737726
AT5G60530,0,3.769144007,0
AT5G60540,1488.077039,1200.472366,1465.075926
AT5G60550,1786.759168,1772.439969,1850.159258
AT5G60560,0,0,0
AT5G08955,92.80480456,149.8234743,102.6237306
AT5G60570,1706.755026,1966.550886,1827.679774
AT5G60580,622.9655846,488.104149,486.7296939
AT5G60590,429.8889223,436.2784189,436.8838818
AT5G60600,3081.759544,3780.451439,2956.540811
AT5G60610,93.87152645,59.36401812,55.7100252
AT5G60615,0,18.84572004,7.818950905
AT5G60620,1544.613299,1511.426747,1551.084386
AT5G60630,218.6779877,181.8611984,246.2969535
AT5G08960,41.60215377,83.86345416,89.91793541
AT5G60640,7718.799606,8100.832758,7942.099382
AT5G60650,189.8764967,32.98001006,107.5105749
AT5G60660,148.2743429,212.0143504,56.68739406
AT5G08965,0,0,2.932106589
AT5G60670,6175.25303,5694.234309,6564.986654
AT5G60680,2677.471948,1999.530896,3839.104894
AT5G60690,4215.684915,5044.056968,4358.087761
AT5G60700,840.5768505,758.5402315,846.4014355
AT5G60710,2080.107688,2155.008086,1762.19606
AT5G08970,0,0,0
AT5G60720,130.1400708,18.84572004,0
AT5G60730,206.9440469,195.0532024,264.8669619
AT5G60740,40.53543187,69.72916414,33.23054135
AT5G60750,633.6328035,704.8299294,571.7607849
AT5G60760,686.9688981,568.1984591,666.5655647
AT5G60780,0,5.653716011,3.909475453
AT5G60790,6685.146094,6938.051832,6297.187585
AT5G60800,1323.801867,1084.571188,1341.927449
AT5G60820,492.8255138,461.7201409,472.0691609
AT5G60830,12.8006627,19.78800604,14.66053295
AT5G60840,856.5776788,954.5357199,996.9162404
AT5G60850,492.8255138,366.5492547,301.0296099
AT5G08975,0,0,0
AT5G60860,337.0841177,304.3583786,230.6590517
AT5G08980,113.0725205,133.8046123,52.77791861
AT5G60870,537.6278333,542.7567371,550.25867
AT5G60880,165.3418932,119.6703222,123.1484768
AT5G60890,297.6154077,641.6967673,379.2191189
AT5G60900,74.6705324,153.5926183,96.75951745
AT5G60910,2426.792303,3210.368408,2690.69648
AT5G60920,3370.841177,3870.910896,2858.803925
AT5G60930,1924.366292,2089.990352,2387.712133
AT5G60940,1062.455004,1044.995176,1126.906299
AT5G60950,131.2067926,120.6126082,58.64213179
AT5G60960,2604.934859,2993.642628,2988.793984
AT5G60970,60.80314781,45.22972809,17.59263954
AT5G60980,3526.582573,3314.019868,2996.612934
AT5G60990,1320.601702,1370.083847,1526.650164
AT5G61000,1783.559002,2208.718388,2383.802657
AT5G61010,180.2759997,241.2252165,160.2884936
AT5G61020,7867.073949,7981.162436,8196.215286
AT5G61030,3161.763686,3170.792396,3757.00591
AT5G61040,483.2250168,522.026445,501.3902268
AT5G61050,0,0,0
AT5G61060,1923.29957,2061.721772,2245.993648
AT5G61070,198.4102718,303.4160926,285.391708
AT5G61090,260.2801415,222.3794964,360.6491105
AT5G61100,57.60298214,38.63372608,55.7100252
AT5G61110,108.8056329,167.7269083,147.5826983
AT5G61120,552.5619398,611.5436152,826.8540582
AT5G61130,6162.452367,6393.410523,6633.402474
AT5G61140,2129.176895,1994.819466,2022.176178
AT5G61150,2738.275095,2770.320845,2917.446057
AT5G61160,0,0,0
AT5G61170,13272.15377,12153.60485,14351.68439
AT5G61180,0,10.36514602,5.864213179
AT5G61190,2090.774907,2119.201218,2199.079942
AT5G61200,310.4160704,242.1675025,286.3690769
AT5G61210,1962.76828,1794.112548,1731.897626
AT5G08990,724.3041643,585.1596071,663.6334581
AT5G61220,1122.19143,1237.22152,1245.167932
AT5G61230,2583.600421,2670.438529,2995.635566
AT5G61240,1680.086979,1974.089174,1561.835443
AT5G61250,276.2809699,293.0509466,317.6448805
AT5G61260,54.40281646,112.1320342,56.68739406
AT5G61270,30.93493485,100.8246022,49.84581202
AT5G61280,1.066721891,12.24971802,3.909475453
AT5G61290,67.20347916,55.59487411,65.48371383
AT5G61300,428.8222004,459.8355689,475.9786364
AT5G61310,962.1831461,959.2471499,1153.295259
AT5G61320,91.73808266,0,54.73265634
AT5G61330,1528.61247,1593.405629,1662.504436
AT5G61340,118.40613,257.2440785,164.197969
AT5G61350,2.133443783,0,3.909475453
AT5G61360,85.33775132,114.0166062,143.6732229
AT5G61370,291.2150764,320.3772406,378.24175
AT5G61380,4738.378642,4161.134984,6255.160724
AT5G61390,197.3435499,211.0720644,180.8132397
AT5G61400,154.6746743,146.9966163,162.2432313
AT5G61410,6680.879206,7669.265769,5560.251462
AT5G61412,20.26771594,25.44172205,35.18527907
AT5G61420,266.6804729,404.2406948,136.8316408
AT5G61430,246.4127569,12.24971802,19.54737726
AT5G61440,1940.367121,2051.356626,3929.02283
AT5G09000,1.066721891,6.596002013,2.932106589
AT5G09005,3.200165674,6.596002013,2.932106589
AT5G61450,976.0505307,1028.976314,924.5909445
AT5G61455,4.266887566,2.826858006,2.932106589
AT5G61460,1040.053844,993.1694459,1003.757822
AT5G61480,1624.617441,1760.190251,1282.307948
AT5G61490,53.33609457,28.26858006,56.68739406
AT5G61495,23.46788161,2.826858006,16.61527067
AT5G61500,1688.620754,1559.483333,1777.833962
AT5G61510,1252.331501,1148.646636,1453.3475
AT5G61520,845.9104599,730.2716514,630.4029167
AT5G61530,1402.739287,1337.103837,1468.985401
AT5G61540,229.3452067,231.8023565,223.8174697
